On/Off	Clk	Blank	0	1	2	3	4	5	6	7	8	9	Counter	Reg1	Reg2	Reg3	Reg4	Reg5	Reg6	Reg7
1	1	0	0	0	0	0	0	0	0	0	0	0	2	3	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	4	3	21	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	21	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	5	3	43	21	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	43	21	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	6	3	45	43	21	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	45	43	21	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	3	49	45	43	21	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	3	49	45	43	21	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	3	31	49	45	43	21	00
1	0	0	0	0	0	0	0	0	0	0	0	0	8	3	31	49	45	43	21	00
1	1	0	0	0	0	0	0	0	0	0	0	0	9	3	00	31	49	45	43	21
1	0	0	0	0	0	0	0	0	0	0	0	0	9	3	00	31	49	45	43	21
1	1	0	0	0	0	0	0	0	0	0	0	0	10	3	00	00	31	49	45	43
1	0	0	0	0	0	0	0	0	0	0	0	0	10	3	00	00	31	49	45	43
1	1	0	0	0	0	0	0	0	0	0	0	0	11	3	00	00	00	31	49	45
1	0	0	0	0	0	0	0	0	0	0	0	0	11	3	00	00	00	31	49	45
1	1	0	0	0	0	0	0	0	0	0	0	0	12	3	21	00	00	00	31	49
1	0	0	0	0	0	0	0	0	0	0	0	0	12	3	21	00	00	00	31	49
1	1	0	0	0	0	0	0	0	0	0	0	0	13	3	43	21	00	00	00	31
1	0	0	0	0	0	0	0	0	0	0	0	0	13	3	43	21	00	00	00	31
1	1	0	0	0	0	0	0	0	0	0	0	0	14	3	45	43	21	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	14	3	45	43	21	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	15	3	49	45	43	21	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	15	3	49	45	43	21	00	00
1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	00	00	00	00	00	00
1	1	0	0	0	0	1	0	0	0	0	0	0	0	4	00	00	00	00	00	00
1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	2	4	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	3	4	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	4	4	22	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	4	4	22	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	5	4	49	22	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	5	4	49	22	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	6	4	49	49	22	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	4	49	49	22	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	4	49	49	49	22	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	4	49	49	49	22	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	4	36	49	49	49	22	00
1	0	0	0	0	0	0	0	0	0	0	0	0	8	4	36	49	49	49	22	00
1	1	0	0	0	0	0	0	0	0	0	0	0	9	4	00	36	49	49	49	22
1	0	0	0	0	0	0	0	0	0	0	0	0	9	4	00	36	49	49	49	22
1	1	0	0	0	0	0	0	0	0	0	0	0	10	4	00	00	36	49	49	49
1	0	0	0	0	0	0	0	0	0	0	0	0	10	4	00	00	36	49	49	49
1	1	0	0	0	0	0	0	0	0	0	0	0	11	4	00	00	00	36	49	49
1	0	0	0	0	0	0	0	0	0	0	0	0	11	4	00	00	00	36	49	49
1	1	0	0	0	0	0	0	0	0	0	0	0	12	4	22	00	00	00	36	49
1	0	0	0	0	0	0	0	0	0	0	0	0	12	4	22	00	00	00	36	49
1	1	0	0	0	0	0	0	0	0	0	0	0	13	4	49	22	00	00	00	36
1	0	0	0	0	0	0	0	0	0	0	0	0	13	4	49	22	00	00	00	36
1	1	0	0	0	0	0	0	0	0	0	0	0	14	4	49	49	22	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	14	4	49	49	22	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	15	4	49	49	49	22	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	15	4	49	49	49	22	00	00
1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	00	00	00	00	00	00
1	1	0	0	0	0	0	1	0	0	0	0	0	0	5	00	00	00	00	00	00
1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	1	5	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	2	5	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	3	5	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	3	5	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	4	5	0c	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0c	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	5	5	14	0c	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	14	0c	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	6	5	24	14	0c	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	5	24	14	0c	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	5	7f	24	14	0c	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	5	7f	24	14	0c	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	5	04	7f	24	14	0c	00
1	0	0	0	0	0	0	0	0	0	0	0	0	8	5	04	7f	24	14	0c	00
1	1	0	0	0	0	0	0	0	0	0	0	0	9	5	00	04	7f	24	14	0c
1	0	0	0	0	0	0	0	0	0	0	0	0	9	5	00	04	7f	24	14	0c
1	1	0	0	0	0	0	0	0	0	0	0	0	10	5	00	00	04	7f	24	14
1	0	0	0	0	0	0	0	0	0	0	0	0	10	5	00	00	04	7f	24	14
1	1	0	0	0	0	0	0	0	0	0	0	0	11	5	00	00	00	04	7f	24
1	0	0	0	0	0	0	0	0	0	0	0	0	11	5	00	00	00	04	7f	24
1	1	0	0	0	0	0	0	0	0	0	0	0	12	5	0c	00	00	00	04	7f
1	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0c	00	00	00	04	7f
1	1	0	0	0	0	0	0	0	0	0	0	0	13	5	14	0c	00	00	00	04
1	0	0	0	0	0	0	0	0	0	0	0	0	13	5	14	0c	00	00	00	04
1	1	0	0	0	0	0	0	0	0	0	0	0	14	5	24	14	0c	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	14	5	24	14	0c	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	15	5	7f	24	14	0c	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	15	5	7f	24	14	0c	00	00
1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	00	00	00	00	00	00
1	1	0	0	0	0	0	0	1	0	0	0	0	0	6	00	00	00	00	00	00
1	0	0	0	0	0	0	0	1	0	0	0	0	0	6	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	1	6	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	2	6	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	3	6	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	3	6	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	4	6	72	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	4	6	72	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	5	6	51	72	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	5	6	51	72	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	6	6	51	51	72	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	6	51	51	72	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	6	51	51	51	72	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	6	51	51	51	72	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	6	4e	51	51	51	72	00
1	0	0	0	0	0	0	0	0	0	0	0	0	8	6	4e	51	51	51	72	00
1	1	0	0	0	0	0	0	0	0	0	0	0	9	6	00	4e	51	51	51	72
1	0	0	0	0	0	0	0	0	0	0	0	0	9	6	00	4e	51	51	51	72
1	1	0	0	0	0	0	0	0	0	0	0	0	10	6	00	00	4e	51	51	51
1	0	0	0	0	0	0	0	0	0	0	0	0	10	6	00	00	4e	51	51	51
1	1	0	0	0	0	0	0	0	0	0	0	0	11	6	00	00	00	4e	51	51
1	0	0	0	0	0	0	0	0	0	0	0	0	11	6	00	00	00	4e	51	51
1	1	0	0	0	0	0	0	0	0	0	0	0	12	6	72	00	00	00	4e	51
1	0	0	0	0	0	0	0	0	0	0	0	0	12	6	72	00	00	00	4e	51
1	1	0	0	0	0	0	0	0	0	0	0	0	13	6	51	72	00	00	00	4e
1	0	0	0	0	0	0	0	0	0	0	0	0	13	6	51	72	00	00	00	4e
1	1	0	0	0	0	0	0	0	0	0	0	0	14	6	51	51	72	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	14	6	51	51	72	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	15	6	51	51	51	72	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	15	6	51	51	51	72	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	4e	51	51	51	72	00
1	1	0	0	0	0	0	0	0	1	0	0	0	0	7	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	1	7	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	2	7	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	2	7	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	3	7	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	3	7	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	4	7	1e	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	1e	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	5	7	29	1e	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	5	7	29	1e	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	6	7	49	29	1e	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	7	49	29	1e	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	7	49	49	29	1e	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	7	49	49	29	1e	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	7	06	49	49	29	1e	00
1	0	0	0	0	0	0	0	0	0	0	0	0	8	7	06	49	49	29	1e	00
1	1	0	0	0	0	0	0	0	0	0	0	0	9	7	00	06	49	49	29	1e
1	0	0	0	0	0	0	0	0	0	0	0	0	9	7	00	06	49	49	29	1e
1	1	0	0	0	0	0	0	0	0	0	0	0	10	7	00	00	06	49	49	29
1	0	0	0	0	0	0	0	0	0	0	0	0	10	7	00	00	06	49	49	29
1	1	0	0	0	0	0	0	0	0	0	0	0	11	7	00	00	00	06	49	49
1	0	0	0	0	0	0	0	0	0	0	0	0	11	7	00	00	00	06	49	49
1	1	0	0	0	0	0	0	0	0	0	0	0	12	7	1e	00	00	00	06	49
1	0	0	0	0	0	0	0	0	0	0	0	0	12	7	1e	00	00	00	06	49
1	1	0	0	0	0	0	0	0	0	0	0	0	13	7	29	1e	00	00	00	06
1	0	0	0	0	0	0	0	0	0	0	0	0	13	7	29	1e	00	00	00	06
1	1	0	0	0	0	0	0	0	0	0	0	0	14	7	49	29	1e	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	14	7	49	29	1e	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	15	7	49	49	29	1e	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	15	7	49	49	29	1e	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	06	49	49	29	1e	00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	06	49	49	29	1e	00
1	1	0	0	0	0	0	0	0	0	0	0	0	1	7	00	06	49	49	29	1e
1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	00	06	49	49	29	1e
1	1	0	0	0	0	0	0	0	0	0	0	0	2	7	00	00	06	49	49	29
1	0	0	0	0	0	0	0	0	0	0	0	0	2	7	00	00	06	49	49	29
1	1	0	0	0	0	0	0	0	0	0	0	0	3	7	00	00	00	06	49	49
1	0	0	0	0	0	0	0	0	0	0	0	0	3	7	00	00	00	06	49	49
1	1	0	0	0	0	0	0	0	0	0	0	0	4	7	1e	00	00	00	06	49
1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	1e	00	00	00	06	49
1	1	0	0	0	0	0	0	0	0	0	0	0	5	7	29	1e	00	00	00	06
1	0	0	0	0	0	0	0	0	0	0	0	0	5	7	29	1e	00	00	00	06
1	1	0	0	0	0	0	0	0	0	0	0	0	6	7	49	29	1e	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	7	49	29	1e	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	7	49	49	29	1e	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	7	49	49	29	1e	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	7	06	49	49	29	1e	00
1	1	0	0	0	0	0	0	0	0	1	0	0	0	8	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	1	0	0	0	8	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	1	0	0	0	8	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	0	8	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	1	8	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	2	8	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	2	8	00	00	00	00	00	00
